"","geography_code","monthaverageCC_counts"
"4608","S01011113",12.5
"4609","S01011114",5
"4610","S01011115",10
"4611","S01011116",3.75
"4612","S01011117",12.5
"4613","S01011118",5
"4614","S01011119",3.75
"4615","S01011120",3.75
"4616","S01011121",12.5
"4617","S01011122",6.25
"4618","S01011123",11.25
"4619","S01011124",6.25
"4620","S01011125",6.25
"4621","S01011126",1.25
"4622","S01011127",1.25
"4623","S01011128",16.25
"4624","S01011129",2.5
"4625","S01011130",6.25
"4626","S01011131",3.75
"4627","S01011132",6.25
"4628","S01011133",3.75
"4629","S01011134",7.5
"4630","S01011135",6.25
"4631","S01011136",3.75
"4632","S01011137",2.5
"4633","S01011138",12.5
"4634","S01011139",5
"4635","S01011140",10
"4636","S01011141",10
"4637","S01011142",6.25
"4638","S01011143",3.75
"4639","S01011144",5
"4640","S01011145",2.5
"4641","S01011146",7.5
"4642","S01011147",5
"4643","S01011148",8.75
"4644","S01011149",3.75
"4645","S01011150",7.5
"4646","S01011151",7.5
"4647","S01011152",5
"4648","S01011153",20
"4649","S01011154",25
"4650","S01011155",20
"4651","S01011156",1.25
"4652","S01011157",0
"4653","S01011158",0
"4654","S01011159",15
"4655","S01011160",18.75
"4656","S01011161",8.75
"4657","S01011162",17.5
"4658","S01011163",17.5
"4659","S01011164",18.75
"4660","S01011165",22.5
"4661","S01011166",3.75
"4662","S01011167",5
"4663","S01011168",5
"4664","S01011169",11.25
"4665","S01011170",10
"4666","S01011171",1.25
"4667","S01011172",2.5
"4668","S01011173",0
"4669","S01011174",5
"4670","S01011175",5
"4671","S01011176",5
"4672","S01011177",3.75
"4673","S01011178",1.25
"4674","S01011179",20
"4675","S01011180",26.25
"4676","S01011181",2.5
"4677","S01011182",5
"4678","S01011183",7.5
"4679","S01011184",5
"4680","S01011185",5
"4681","S01011186",17.5
"4682","S01011187",7.5
"4683","S01011188",21.25
"4684","S01011189",8.75
"4685","S01011190",15
"4686","S01011191",10
"4687","S01011192",16.25
"4688","S01011193",23.75
"4689","S01011194",30
"4690","S01011195",20
"4691","S01011196",23.75
"4692","S01011197",30
"4693","S01011198",15
"4694","S01011199",17.5
"4695","S01011200",13.75
"4696","S01011201",3.75
"4697","S01011202",18.75
"4698","S01011203",10
"4699","S01011204",1.25
"4700","S01011205",5
"4701","S01011206",5
"4702","S01011207",13.75
"4703","S01011208",5
"4704","S01011209",10
"4705","S01011210",5
"4706","S01011211",5
"4707","S01011212",13.75
"4708","S01011213",20
"4709","S01011214",38.75
"4710","S01011215",25
"4711","S01011216",31.25
"4712","S01011217",40
"4713","S01011218",36.25
"4714","S01011219",26.25
"4715","S01011220",35
"4716","S01011221",38.75
"4717","S01011222",27.5
"4718","S01011223",15
"4719","S01011224",23.75
"4720","S01011225",38.75
"4721","S01011226",11.25
"4722","S01011227",35
"4723","S01011228",27.5
"4724","S01011229",27.5
"4725","S01011230",57.5
"4726","S01011231",22.5
"4727","S01011232",48.75
"4728","S01011233",12.5
"4729","S01011234",37.5
"4730","S01011235",25
"4731","S01011236",15
"4732","S01011237",21.25
"4733","S01011238",35
"4734","S01011239",35
"4735","S01011240",67.5
"4736","S01011241",31.25
"4737","S01011242",26.25
"4738","S01011243",61.25
"4739","S01011244",58.75
"4740","S01011245",32.5
"4741","S01011246",16.25
"4742","S01011247",8.75
"4743","S01011248",6.25
"4744","S01011249",5
"4745","S01011250",41.25
"4746","S01011251",23.75
"4747","S01011252",25
"4748","S01011253",25
"4749","S01011254",5
"4750","S01011255",5
"4751","S01011256",2.5
"4752","S01011257",0
"4753","S01011258",5
"4754","S01011259",18.75
"4755","S01011260",17.5
"4756","S01011261",35
"4757","S01011262",12.5
"4758","S01011263",12.5
"4759","S01011264",20
"4760","S01011265",36.25
"4761","S01011266",20
"4762","S01011267",10
"4763","S01011268",6.25
"4764","S01011269",15
"4765","S01011270",31.25
"4766","S01011271",17.5
"4767","S01011272",30
"4768","S01011273",25
"4769","S01011274",36.25
"4770","S01011275",26.25
"4771","S01011276",28.75
"4772","S01011277",2.5
"4773","S01011278",2.5
"4774","S01011279",6.25
"4775","S01011280",0
"4776","S01011281",6.25
"4777","S01011282",8.75
"4778","S01011283",1.25
"4779","S01011284",6.25
"4780","S01011285",22.5
"4781","S01011286",16.25
"4782","S01011287",23.75
"4783","S01011288",15
"4784","S01011289",20
"4785","S01011290",43.75
"4786","S01011291",28.75
"4787","S01011292",33.75
"4788","S01011293",18.75
"4789","S01011294",43.75
"4790","S01011295",10
"4791","S01011296",16.25
"4792","S01011297",22.5
"4793","S01011298",23.75
"4794","S01011299",2.5
"4795","S01011300",40
"4796","S01011301",7.5
"4797","S01011302",41.25
"4798","S01011303",12.5
"4799","S01011304",28.75
"4800","S01011305",25
"4801","S01011306",30
"4802","S01011307",6.25
"4803","S01011308",2.5
"4804","S01011309",2.5
"4805","S01011310",13.75
"4806","S01011311",5
"4807","S01011312",1.25
"4808","S01011313",12.5
"4809","S01011314",7.5
"4810","S01011315",3.75
"4811","S01011316",17.5
"4812","S01011317",2.5
"4813","S01011318",8.75
"4814","S01011319",2.5
"4815","S01011320",12.5
"4816","S01011321",6.25
"4817","S01011322",3.75
"4818","S01011323",17.5
"4819","S01011324",7.5
"4820","S01011325",32.5
"4821","S01011326",26.25
"4822","S01011327",13.75
"4823","S01011328",5
"4824","S01011329",11.25
"4825","S01011330",5
"4826","S01011331",1.25
"4827","S01011332",3.75
"4828","S01011333",1.25
"4829","S01011334",3.75
"4830","S01011335",3.75
"4831","S01011336",5
"4832","S01011337",5
"4833","S01011338",15
"4834","S01011339",18.75
"4835","S01011340",13.75
"4836","S01011341",22.5
"4837","S01011342",12.5
"4838","S01011343",35
"4839","S01011344",37.5
"4840","S01011345",40
"4841","S01011346",17.5
"4842","S01011347",31.25
"4843","S01011348",22.5
"4844","S01011349",7.5
"4845","S01011350",2.5
"4846","S01011351",33.75
"4847","S01011352",10
"4848","S01011353",8.75
"4849","S01011354",7.5
"4850","S01011355",12.5
"4851","S01011356",8.75
"4852","S01011357",6.25
"4853","S01011358",3.75
"4854","S01011359",12.5
"4855","S01011360",26.25
"4856","S01011361",46.25
"4857","S01011362",2.5
"4858","S01011363",11.25
"4859","S01011364",3.75
"4860","S01011365",3.75
"4861","S01011366",5
"4862","S01011367",16.25
"4863","S01011368",3.75
"4864","S01011369",18.75
"4865","S01011370",10
"4866","S01011371",46.25
"4867","S01011372",47.5
"4868","S01011373",27.5
"4869","S01011374",5
"4870","S01011375",18.75
"4871","S01011376",23.75
"4872","S01011377",3.75
"4873","S01011378",5
"4874","S01011379",3.75
"4875","S01011380",13.75
"4876","S01011381",10
"4877","S01011382",15
"4878","S01011383",35
"4879","S01011384",45
"4880","S01011385",31.25
"4881","S01011386",18.75
"4882","S01011387",36.25
"4883","S01011388",10
"4884","S01011389",18.75
"4885","S01011390",20
"4886","S01011391",15
"4887","S01011392",16.25
"4888","S01011393",13.75
"4889","S01011394",0
"4890","S01011395",17.5
"4891","S01011396",18.75
"4892","S01011397",17.5
"4893","S01011398",25
"4894","S01011399",11.25
"4895","S01011400",12.5
"4896","S01011401",10
"4897","S01011402",10
"4898","S01011403",7.5
"4899","S01011404",25
"4900","S01011405",20
"4901","S01011406",13.75
"4902","S01011407",10
"4903","S01011408",15
"4904","S01011409",37.5
"4905","S01011410",6.25
"4906","S01011411",6.25
"4907","S01011412",3.75
"4908","S01011413",5
"4909","S01011414",20
"4910","S01011415",10
"4911","S01011416",5
"4912","S01011417",6.25
"4913","S01011418",16.25
"4914","S01011419",11.25
"4915","S01011420",21.25
"4916","S01011421",7.5
"4917","S01011422",17.5
"4918","S01011423",16.25
"4919","S01011424",5
"4920","S01011425",22.5
"4921","S01011426",2.5
"4922","S01011427",11.25
"4923","S01011428",6.25
"4924","S01011429",0
"4925","S01011430",7.5
"4926","S01011431",10
"4927","S01011432",25
"4928","S01011433",25
"4929","S01011434",5
"4930","S01011435",7.5
"4931","S01011436",25
"4932","S01011437",17.5
"4933","S01011438",18.75
"4934","S01011439",11.25
"4935","S01011440",6.25
"4936","S01011441",18.75
"4937","S01011442",10
"4938","S01011443",10
"4939","S01011444",23.75
"4940","S01011445",5
"4941","S01011446",8.75
"4942","S01011447",12.5
"4943","S01011448",13.75
"4944","S01011449",10
"4945","S01011450",5
"4946","S01011451",8.75
"4947","S01011452",16.25
"4948","S01011453",13.75
"4949","S01011454",7.5
"4950","S01011455",16.25
"4951","S01011456",13.75
"4952","S01011457",18.75
"4953","S01011458",7.5
"4954","S01011459",11.25
"4955","S01011460",17.5
"4956","S01011461",16.25
"4957","S01011462",15
"4958","S01011463",8.75
"4959","S01011464",6.25
"4960","S01011465",13.75
"4961","S01011466",18.75
"4962","S01011467",3.75
"4963","S01011468",3.75
"4964","S01011469",17.5
"4965","S01011470",17.5
"4966","S01011471",8.75
"4967","S01011472",47.5
"4968","S01011473",25
"4969","S01011474",23.75
"4970","S01011475",33.75
"4971","S01011476",2.5
"4972","S01011477",2.5
"4973","S01011478",3.75
"4974","S01011479",3.75
"4975","S01011480",3.75
"4976","S01011481",12.5
"4977","S01011482",11.25
"4978","S01011483",5
"4979","S01011484",18.75
"4980","S01011485",18.75
"4981","S01011486",16.25
"4982","S01011487",22.5
"4983","S01011488",20
"4984","S01011489",5
"4985","S01011490",21.25
"4986","S01011491",17.5
"4987","S01011492",32.5
"4988","S01011493",0
"4989","S01011494",8.75
"4990","S01011495",20
"4991","S01011496",33.75
"4992","S01011497",8.75
"4993","S01011498",3.75
"4994","S01011499",11.25
"4995","S01011500",5
"4996","S01011501",26.25
"4997","S01011502",7.5
"4998","S01011503",12.5
"4999","S01011504",12.5
"5000","S01011505",27.5
"5001","S01011506",5
"5002","S01011507",8.75
"5003","S01011508",23.75
"5004","S01011509",8.75
"5005","S01011510",22.5
"5006","S01011511",25
"5007","S01011512",52.5
"5008","S01011513",31.25
"5009","S01011514",18.75
"5010","S01011515",10
"5011","S01011516",5
"5012","S01011517",8.75
"5013","S01011518",12.5
"5014","S01011519",12.5
"5015","S01011520",18.75
"5016","S01011521",32.5
"5017","S01011522",23.75
"5018","S01011523",28.75
"5019","S01011524",5
"5020","S01011525",3.75
"5021","S01011526",16.25
"5022","S01011527",6.25
"5023","S01011528",36.25
"5024","S01011529",27.5
"5025","S01011530",22.5
"5026","S01011531",10
"5027","S01011532",2.5
"5028","S01011533",18.75
"5029","S01011534",13.75
"5030","S01011535",42.5
"5031","S01011536",0
"5032","S01011537",0
"5033","S01011538",3.75
"5034","S01011539",17.5
"5035","S01011540",15
"5036","S01011541",23.75
"5037","S01011542",15
"5038","S01011543",21.25
"5039","S01011544",15
"5040","S01011545",11.25
"5041","S01011546",3.75
"5042","S01011547",1.25
"5043","S01011548",7.5
"5044","S01011549",6.25
"5045","S01011550",2.5
"5046","S01011551",2.5
"5047","S01011552",5
"5048","S01011553",5
"5049","S01011554",11.25
"5050","S01011555",7.5
"5051","S01011556",12.5
"5052","S01011557",18.75
"5053","S01011558",21.25
"5054","S01011559",16.25
"5055","S01011560",13.75
"5056","S01011561",16.25
"5057","S01011562",16.25
"5058","S01011563",20
"5059","S01011564",12.5
"5060","S01011565",16.25
"5061","S01011566",23.75
"5062","S01011567",16.25
"5063","S01011568",5
"5064","S01011569",11.25
"5065","S01011570",13.75
"5066","S01011571",16.25
"5067","S01011572",13.75
"5068","S01011573",8.75
"5069","S01011574",7.5
"5070","S01011575",13.75
"5071","S01011576",32.5
"5072","S01011577",10
"5073","S01011578",23.75
"5074","S01011579",2.5
"5075","S01011580",15
"5076","S01011581",23.75
"5077","S01011582",12.5
"5078","S01011583",17.5
"5079","S01011584",13.75
"5080","S01011585",13.75
"5081","S01011586",18.75
"5082","S01011587",10
"5083","S01011588",16.25
"5084","S01011589",13.75
"5085","S01011590",16.25
"5086","S01011591",27.5
"5087","S01011592",20
"5088","S01011593",11.25
"5089","S01011594",6.25
"5090","S01011595",5
"5091","S01011596",13.75
"5092","S01011597",13.75
"5093","S01011598",97.5
"5094","S01011599",15
"5095","S01011600",12.5
"5096","S01011601",3.75
"5097","S01011602",15
"5098","S01011603",15
"5099","S01011604",12.5
"5100","S01011605",8.75
"5101","S01011606",5
"5102","S01011607",5
"5103","S01011608",7.5
"5104","S01011609",42.5
"5105","S01011610",31.25
"5106","S01011611",5
"5107","S01011612",1.25
"5108","S01011613",5
"5109","S01011614",5
"5110","S01011615",15
"5111","S01011616",16.25
"5112","S01011617",23.75
"5113","S01011618",15
"5114","S01011619",7.5
"5115","S01011620",6.25
"5116","S01011621",8.75
"5117","S01011622",3.75
"5118","S01011623",15
"5119","S01011624",17.5
"5120","S01011625",13.75
"5121","S01011626",5
"5122","S01011627",3.75
"5123","S01011628",8.75
"5124","S01011629",12.5
"5125","S01011630",12.5
"5126","S01011631",23.75
"5127","S01011632",21.25
"5128","S01011633",17.5
"5129","S01011634",10
"5130","S01011635",18.75
"5131","S01011636",21.25
"5132","S01011637",26.25
"5133","S01011638",6.25
"5134","S01011639",18.75
"5135","S01011640",15
"5136","S01011641",0
"5137","S01011642",8.75
"5138","S01011643",5
"5139","S01011644",3.75
"5140","S01011645",12.5
"5141","S01011646",3.75
"5142","S01011647",6.25
"5143","S01011648",18.75
"5144","S01011649",12.5
"5145","S01011650",11.25
"5146","S01011651",10
"5147","S01011652",5
"5148","S01011653",8.75
"5149","S01011654",28.75
"5150","S01011655",35
"5151","S01011656",28.75
"5152","S01011657",31.25
"5153","S01011658",16.25
"5154","S01011659",22.5
"5155","S01011660",6.25
"5156","S01011661",13.75
"5157","S01011662",2.5
"5158","S01011663",50
"5159","S01011664",25
"5160","S01011665",30
"5161","S01011666",35
"5162","S01011667",18.75
"5163","S01011668",25
"5164","S01011669",8.75
"5165","S01011670",18.75
"5166","S01011671",6.25
"5167","S01011672",18.75
"5168","S01011673",20
"5169","S01011674",15
"5170","S01011675",16.25
"5171","S01011676",22.5
"5172","S01011677",12.5
"5173","S01011678",18.75
"5174","S01011679",5
"5175","S01011680",23.75
"5176","S01011681",13.75
"5177","S01011682",0
"5178","S01011683",22.5
"5179","S01011684",2.5
"5180","S01011685",7.5
"5181","S01011686",5
"5182","S01011687",16.25
"5183","S01011688",13.75
"5184","S01011689",0
"5185","S01011690",11.25
"5186","S01011691",0
"5187","S01011692",16.25
"5188","S01011693",6.25
"5189","S01011694",5
"5190","S01011695",6.25
"5191","S01011696",3.75
"5192","S01011697",7.5
"5193","S01011698",12.5
"5194","S01011699",7.5
"5195","S01011700",7.5
"5196","S01011701",5
"5197","S01011702",5
"5198","S01011703",5
"5199","S01011704",2.5
"5200","S01011705",10
"5201","S01011706",10
"5202","S01011707",3.75
"5203","S01011708",10
"5204","S01011709",8.75
"5205","S01011710",16.25
"5206","S01011711",17.5
"5207","S01011712",13.75
"5208","S01011713",5
"5209","S01011714",5
"5210","S01011715",13.75
"5211","S01011716",5
"5212","S01011717",5
"5213","S01011718",2.5
"5214","S01011719",1.25
"5215","S01011720",1.25
"5216","S01011721",8.75
"5217","S01011722",11.25
"5218","S01011723",8.75
"5219","S01011724",8.75
"5220","S01011725",2.5
"5221","S01011726",2.5
"5222","S01011727",3.75
"5223","S01011728",12.5
"5224","S01011729",21.25
"5225","S01011730",7.5
"5226","S01011731",5
"5227","S01011732",5
"5228","S01011733",7.5
"5229","S01011734",10
"5230","S01011735",2.5
"5231","S01011736",10
"5232","S01011737",12.5
"5233","S01011738",25
"5234","S01011739",10
"5235","S01011740",27.5
"5236","S01011741",15
"5237","S01011742",12.5
"5238","S01011743",8.75
"5239","S01011744",8.75
"5240","S01011745",6.25
"5241","S01011746",16.25
"5242","S01011747",32.5
"5243","S01011748",28.75
"5244","S01011749",42.5
"5245","S01011750",17.5
"5246","S01011751",12.5
"5247","S01011752",15
"5248","S01011753",8.75
"5249","S01011754",8.75
"5250","S01011755",25
"5251","S01011756",20
"5252","S01011757",10
"5253","S01011758",6.25
"5254","S01011759",13.75
"5255","S01011760",8.75
"5256","S01011761",12.5
"5257","S01011762",13.75
"5258","S01011763",5
"5259","S01011764",0
"5260","S01011765",5
"5261","S01011766",2.5
"5262","S01011767",15
"5263","S01011768",18.75
"5264","S01011769",5
"5265","S01011770",16.25
"5266","S01011771",3.75
"5267","S01011772",1.25
"5268","S01011773",0
"5269","S01011774",6.25
"5270","S01011775",5
"5271","S01011776",5
"5272","S01011777",1.25
"5273","S01011778",1.25
"5274","S01011779",5
"5275","S01011780",5
"5276","S01011781",2.5
"5277","S01011782",1.25
"5278","S01011783",3.75
"5279","S01011784",8.75
"5280","S01011785",8.75
"5281","S01011786",2.5
"5282","S01011787",22.5
"5283","S01011788",0
"5284","S01011789",6.25
"5285","S01011790",23.75
"5286","S01011791",17.5
"5287","S01011792",17.5
"5288","S01011793",7.5
"5289","S01011794",8.75
"5290","S01011795",15
"5291","S01011796",23.75
"5292","S01011797",3.75
"5293","S01011798",5
"5294","S01011799",7.5
"5295","S01011800",5
"5296","S01011801",17.5
"5297","S01011802",16.25
"5298","S01011803",5
"5299","S01011804",5
"5300","S01011805",2.5
"5301","S01011806",0
"5302","S01011807",1.25
"5303","S01011808",6.25
"5304","S01011809",6.25
"5305","S01011810",3.75
"5306","S01011811",1.25
"5307","S01011812",1.25
"5308","S01011813",1.25
"5309","S01011814",0
"5310","S01011815",0
"5311","S01011816",3.75
"5312","S01011817",5
"5313","S01011818",3.75
"5314","S01011819",8.75
"5315","S01011820",8.75
"5316","S01011821",6.25
"5317","S01011822",11.25
"5318","S01011823",2.5
"5319","S01011824",8.75
"5320","S01011825",2.5
"5321","S01011826",5
"5322","S01011827",5
"5323","S01011828",5
"5324","S01011829",1.25
"5325","S01011830",5
"5326","S01011831",10
"5327","S01011832",0
"5328","S01011833",5
"5329","S01011834",0
"5330","S01011835",3.75
"5331","S01011836",1.25
"5332","S01011837",1.25
"5333","S01011838",3.75
"5334","S01011839",1.25
"5335","S01011840",3.75
"5336","S01011841",6.25
"5337","S01011842",11.25
"5338","S01011843",5
"5339","S01011844",1.25
"5340","S01011845",6.25
"5341","S01011846",5
"5342","S01011847",2.5
"5343","S01011848",5
"5344","S01011849",5
"5345","S01011850",1.25
"5346","S01011851",3.75
"5347","S01011852",8.75
"5348","S01011853",5
"5349","S01011854",3.75
"5350","S01011855",5
"5351","S01011856",1.25
"5352","S01011857",5
"5353","S01011858",1.25
"5354","S01011859",2.5
"5355","S01011860",0
"5356","S01011861",3.75
"5357","S01011862",0
"5358","S01011863",6.25
"5359","S01011864",3.75
"5360","S01011865",1.25
"5361","S01011866",3.75
"5362","S01011867",13.75
"5363","S01011868",11.25
"5364","S01011869",7.5
"5365","S01011870",10
"5366","S01011871",5
"5367","S01011872",3.75
"5368","S01011873",3.75
"5369","S01011874",5
"5370","S01011875",5
"5371","S01011876",2.5
"5372","S01011877",1.25
"5373","S01011878",2.5
"5374","S01011879",1.25
"5375","S01011880",2.5
"5376","S01011881",8.75
"5377","S01011882",7.5
"5378","S01011883",5
"5379","S01011884",1.25
"5380","S01011885",2.5
"5381","S01011886",3.75
"5382","S01011887",5
"5383","S01011888",7.5
"5384","S01011889",3.75
"5385","S01011890",5
"5386","S01011891",11.25
"5387","S01011892",8.75
"5388","S01011893",5
"5389","S01011894",5
"5390","S01011895",1.25
"5391","S01011896",5
"5392","S01011897",1.25
"5393","S01011898",3.75
"5394","S01011899",7.5
"5395","S01011900",1.25
"5396","S01011901",5
"5397","S01011902",0
"5398","S01011903",1.25
"5399","S01011904",0
"5400","S01011905",1.25
"5401","S01011906",1.25
"5402","S01011907",0
"5403","S01011908",0
"5404","S01011909",3.75
"5405","S01011910",26.25
"5406","S01011911",8.75
"5407","S01011912",10
"5408","S01011913",21.25
"5409","S01011914",16.25
"5410","S01011915",13.75
"5411","S01011916",5
"5412","S01011917",7.5
"5413","S01011918",20
"5414","S01011919",13.75
"5415","S01011920",11.25
"5416","S01011921",16.25
"5417","S01011922",17.5
"5418","S01011923",16.25
"5419","S01011924",5
"5420","S01011925",0
"5421","S01011926",8.75
"5422","S01011927",5
"5423","S01011928",10
"5424","S01011929",10
"5425","S01011930",10
"5426","S01011931",20
"5427","S01011932",3.75
"5428","S01011933",15
"5429","S01011934",8.75
"5430","S01011935",17.5
"5431","S01011936",11.25
"5432","S01011937",13.75
"5433","S01011938",10
"5434","S01011939",23.75
"5435","S01011940",8.75
"5436","S01011941",15
"5437","S01011942",23.75
"5438","S01011943",35
"5439","S01011944",1.25
"5440","S01011945",2.5
"5441","S01011946",6.25
"5442","S01011947",1.25
"5443","S01011948",11.25
"5444","S01011949",1.25
"5445","S01011950",2.5
"5446","S01011951",3.75
"5447","S01011952",0
"5448","S01011953",3.75
"5449","S01011954",7.5
"5450","S01011955",6.25
"5451","S01011956",3.75
"5452","S01011957",6.25
"5453","S01011958",5
"5454","S01011959",7.5
"5455","S01011960",2.5
"5456","S01011961",5
"5457","S01011962",2.5
"5458","S01011963",3.75
"5459","S01011964",5
"5460","S01011965",5
"5461","S01011966",2.5
"5462","S01011967",2.5
"5463","S01011968",6.25
"5464","S01011969",7.5
"5465","S01011970",10
"5466","S01011971",3.75
"5467","S01011972",2.5
"5468","S01011973",2.5
"5469","S01011974",2.5
"5470","S01011975",0
"5471","S01011976",6.25
"5472","S01011977",11.25
"5473","S01011978",5
"5474","S01011979",5
"5475","S01011980",2.5
"5476","S01011981",1.25
"5477","S01011982",2.5
"5478","S01011983",0
"5479","S01011984",8.75
"5480","S01011985",5
"5481","S01011986",15
"5482","S01011987",7.5
"5483","S01011988",1.25
"5484","S01011989",6.25
"5485","S01011990",2.5
"5486","S01011991",5
"5487","S01011992",3.75
"5488","S01011993",11.25
"5489","S01011994",0
"5490","S01011995",2.5
"5491","S01011996",5
"5492","S01011997",8.75
"5493","S01011998",0
"5494","S01011999",0
"5495","S01012000",0
"5496","S01012001",5
"5497","S01012002",7.5
"5498","S01012003",3.75
"5499","S01012004",3.75
"5500","S01012005",1.25
"5501","S01012006",1.25
"5502","S01012007",2.5
"5503","S01012008",5
"5504","S01012009",0
"5505","S01012010",6.25
"5506","S01012011",8.75
"5507","S01012012",3.75
"5508","S01012013",3.75
"5509","S01012014",6.25
"5510","S01012015",0
"5511","S01012016",5
"5512","S01012017",5
"5513","S01012018",2.5
"5514","S01012019",7.5
"5515","S01012020",8.75
"5516","S01012021",3.75
"5517","S01012022",11.25
"5518","S01012023",3.75
"5519","S01012024",3.75
"5520","S01012025",3.75
"5521","S01012026",1.25
"5522","S01012027",5
"5523","S01012028",2.5
"5524","S01012029",8.75
"5525","S01012030",3.75
"5526","S01012031",2.5
"5527","S01012032",0
"5528","S01012033",7.5
"5529","S01012034",8.75
"5530","S01012035",12.5
"5531","S01012036",6.25
"5532","S01012037",26.25
"5533","S01012038",43.75
"5534","S01012039",15
"5535","S01012040",3.75
"5536","S01012041",11.25
"5537","S01012042",20
"5538","S01012043",23.75
"5539","S01012044",30
"5540","S01012045",46.25
"5541","S01012046",17.5
"5542","S01012047",31.25
"5543","S01012048",26.25
"5544","S01012049",8.75
"5545","S01012050",8.75
"5546","S01012051",6.25
"5547","S01012052",15
"5548","S01012053",12.5
"5549","S01012054",30
"5550","S01012055",22.5
"5551","S01012056",5
"5552","S01012057",5
"5553","S01012058",7.5
"5554","S01012059",15
"5555","S01012060",16.25
"5556","S01012061",8.75
"5557","S01012062",7.5
"5558","S01012063",5
"5559","S01012064",33.75
"5560","S01012065",28.75
"5561","S01012066",28.75
"5562","S01012067",25
"5563","S01012068",28.75
"5564","S01012069",23.75
"5565","S01012070",47.5
"5566","S01012071",68.75
"5567","S01012072",60
"5568","S01012073",10
"5569","S01012074",3.75
"5570","S01012075",5
"5571","S01012076",10
"5572","S01012077",23.75
"5573","S01012078",17.5
"5574","S01012079",23.75
"5575","S01012080",23.75
"5576","S01012081",42.5
"5577","S01012082",23.75
"5578","S01012083",33.75
"5579","S01012084",3.75
"5580","S01012085",5
"5581","S01012086",23.75
"5582","S01012087",15
"5583","S01012088",8.75
"5584","S01012089",6.25
"5585","S01012090",2.5
"5586","S01012091",1.25
"5587","S01012092",5
"5588","S01012093",6.25
"5589","S01012094",1.25
"5590","S01012095",13.75
"5591","S01012096",16.25
"5592","S01012097",16.25
"5593","S01012098",10
"5594","S01012099",12.5
"5595","S01012100",16.25
"5596","S01012101",3.75
"5597","S01012102",25
"5598","S01012103",11.25
"5599","S01012104",7.5
"5600","S01012105",11.25
"5601","S01012106",7.5
"5602","S01012107",0
"5603","S01012108",23.75
"5604","S01012109",42.5
"5605","S01012110",30
"5606","S01012111",33.75
"5607","S01012112",10
"5608","S01012113",15
"5609","S01012114",5
"5610","S01012115",3.75
"5611","S01012116",6.25
"5612","S01012117",5
"5613","S01012118",5
"5614","S01012119",1.25
"5615","S01012120",18.75
"5616","S01012121",22.5
"5617","S01012122",16.25
"5618","S01012123",10
"5619","S01012124",2.5
"5620","S01012125",36.25
"5621","S01012126",11.25
"5622","S01012127",36.25
"5623","S01012128",16.25
"5624","S01012129",28.75
"5625","S01012130",40
"5626","S01012131",46.25
"5627","S01012132",26.25
"5628","S01012133",17.5
"5629","S01012134",21.25
"5630","S01012135",48.75
"5631","S01012136",31.25
"5632","S01012137",30
"5633","S01012138",8.75
"5634","S01012139",6.25
"5635","S01012140",3.75
"5636","S01012141",6.25
"5637","S01012142",2.5
"5638","S01012143",3.75
"5639","S01012144",5
"5640","S01012145",5
"5641","S01012146",25
"5642","S01012147",18.75
"5643","S01012148",26.25
"5644","S01012149",11.25
"5645","S01012150",31.25
"5646","S01012151",17.5
"5647","S01012152",22.5
"5648","S01012153",21.25
"5649","S01012154",37.5
"5650","S01012155",28.75
"5651","S01012156",32.5
"5652","S01012157",21.25
"5653","S01012158",7.5
"5654","S01012159",2.5
"5655","S01012160",5
"5656","S01012161",18.75
"5657","S01012162",30
"5658","S01012163",17.5
"5659","S01012164",5
"5660","S01012165",27.5
"5661","S01012166",22.5
"5662","S01012167",17.5
"5663","S01012168",6.25
"5664","S01012169",7.5
"5665","S01012170",13.75
"5666","S01012171",10
"5667","S01012172",13.75
"5668","S01012173",3.75
"5669","S01012174",3.75
"5670","S01012175",5
"5671","S01012176",3.75
"5672","S01012177",0
"5673","S01012178",3.75
"5674","S01012179",5
"5675","S01012180",5
"5676","S01012181",6.25
"5677","S01012182",11.25
"5678","S01012183",18.75
"5679","S01012184",5
"5680","S01012185",28.75
"5681","S01012186",13.75
"5682","S01012187",13.75
"5683","S01012188",5
"5684","S01012189",5
"5685","S01012190",0
"5686","S01012191",0
"5687","S01012192",2.5
"5688","S01012193",2.5
"5689","S01012194",1.25
"5690","S01012195",3.75
"5691","S01012196",3.75
"5692","S01012197",8.75
"5693","S01012198",5
"5694","S01012199",12.5
"5695","S01012200",13.75
"5696","S01012201",3.75
"5697","S01012202",5
"5698","S01012203",3.75
"5699","S01012204",3.75
"5700","S01012205",1.25
"5701","S01012206",1.25
"5702","S01012207",10
"5703","S01012208",12.5
"5704","S01012209",8.75
"5705","S01012210",8.75
"5706","S01012211",8.75
"5707","S01012212",2.5
"5708","S01012213",1.25
"5709","S01012214",2.5
"5710","S01012215",2.5
"5711","S01012216",2.5
"5712","S01012217",20
"5713","S01012218",27.5
"5714","S01012219",22.5
"5715","S01012220",18.75
"5716","S01012221",12.5
"5717","S01012222",10
"5718","S01012223",10
"5719","S01012224",15
"5720","S01012225",17.5
"5721","S01012226",7.5
"5722","S01012227",2.5
"5723","S01012228",6.25
"5724","S01012229",6.25
"5725","S01012230",2.5
"5726","S01012231",1.25
"5727","S01012232",5
"5728","S01012233",3.75
"5729","S01012234",7.5
"5730","S01012235",0
"5731","S01012236",7.5
"5732","S01012237",0
"5733","S01012238",6.25
"5734","S01012239",12.5
"5735","S01012240",8.75
