"","overall_imd_score","Data_Zone"
"588",7.17106624947993,"S01007093"
"589",12.5781866475525,"S01007094"
"590",13.7811300386425,"S01007095"
"591",10.4802545618693,"S01007096"
"592",8.99156266747326,"S01007097"
"593",10.5915817122923,"S01007098"
"594",10.5566820791299,"S01007099"
"595",14.6033247178782,"S01007100"
"596",27.8236149199579,"S01007101"
"597",16.9850294597749,"S01007102"
"598",13.684742331907,"S01007103"
"599",13.8686018016849,"S01007104"
"600",17.6613583524585,"S01007105"
"601",18.0855732158223,"S01007106"
"602",10.1942101894871,"S01007107"
"603",15.8167711675096,"S01007108"
"604",24.9959718912638,"S01007109"
"605",22.5199891325567,"S01007110"
"606",14.9473221297545,"S01007111"
"607",7.30814280566855,"S01007112"
"608",11.3047850257404,"S01007113"
"609",9.32041078022032,"S01007114"
"610",16.4574573621195,"S01007115"
"611",5.55336442350726,"S01007116"
"612",4.34829314687523,"S01007117"
"613",25.4668354983108,"S01007118"
"614",29.0176450927386,"S01007119"
"615",36.9814869325794,"S01007120"
"616",36.184385942757,"S01007121"
"617",20.2094583590213,"S01007122"
"618",18.7357779673182,"S01007123"
"619",11.9360174605073,"S01007124"
"620",23.9954065947733,"S01007125"
"621",48.8638232688556,"S01007126"
"622",39.7735291364987,"S01007127"
"623",35.5138680007843,"S01007128"
"624",5.65753138477348,"S01007129"
"625",8.2136283903315,"S01007130"
"626",7.08114427313993,"S01007131"
"627",4.11026544279703,"S01007132"
"628",16.3711630435938,"S01007133"
"629",19.2361119604612,"S01007134"
"630",8.35781411908988,"S01007135"
"631",9.6881254328846,"S01007136"
"632",6.22370295655658,"S01007137"
"633",11.0763021571424,"S01007138"
"634",11.7784405523892,"S01007139"
"635",12.1125605800563,"S01007140"
"636",8.43881651206553,"S01007141"
"637",10.5100576523802,"S01007142"
"638",3.4141903804571,"S01007143"
"639",13.5514389700494,"S01007144"
"640",10.1522683101215,"S01007145"
"641",5.820737751853,"S01007146"
"642",8.09050684239626,"S01007147"
"643",4.38806291944482,"S01007148"
"644",7.6510982935667,"S01007149"
"645",4.25342491423126,"S01007150"
"646",4.29243452689384,"S01007151"
"647",7.00493446638901,"S01007152"
"648",9.27746798479557,"S01007153"
"649",16.3114751716643,"S01007154"
"650",8.91707541646805,"S01007155"
"651",14.0539310714664,"S01007156"
"652",17.4267569163856,"S01007157"
"653",9.83836197662957,"S01007158"
"654",22.1465445524773,"S01007159"
"655",22.265027402715,"S01007160"
