"","overall_imd_score","SOA2001"
"89",24.531904693622,"95CC16W1"
"90",12.8189158799343,"95CC17W1"
"91",18.9561656763655,"95CC18W1"
"92",24.9394215208717,"95CC19W1"
"93",6.36908016836328,"95CC20S1"
"94",11.5870754766009,"95CC20S2"
"95",22.0599400361157,"95CC21W1"
"96",26.1730724494949,"95CC22W1"
"97",10.0971451094684,"95DD01W1"
"98",12.8457323290871,"95DD02S1"
"99",6.72081079122807,"95DD02S2"
"100",5.33899786635263,"95DD03W1"
"101",43.5815966377101,"95DD04W1"
"102",40.0584491759357,"95DD05W1"
"103",3.20487855228275,"95DD06W1"
"104",9.66783364183153,"95DD07S1"
"105",8.52409297710812,"95DD07S2"
"106",32.5122511810323,"95DD08W1"
"107",12.9905322292296,"95DD09W1"
"108",14.9949086681781,"95DD10W1"
"109",34.8713729597179,"95DD11W1"
"110",12.9686444238838,"95DD12W1"
"111",28.9601289685635,"95DD13W1"
"112",5.88592617405682,"95DD14S1"
"113",3.35562315456648,"95DD14S2"
"114",10.1704936117525,"95DD15W1"
"115",11.3338905374498,"95DD16W1"
"116",11.1720223051513,"95DD17W1"
"117",28.6560304670101,"95DD18W1"
"118",15.6914372828197,"95DD19S1"
"119",9.62604260421818,"95DD19S2"
"120",42.4077763260799,"95DD20W1"
"121",14.9903391555387,"95DD21W1"
"122",12.8928166144349,"95DD22S1"
"123",22.5299778648686,"95DD22S2"
"124",17.0308196449726,"95DD23W1"
"125",7.95551770574169,"95DD24W1"
"126",20.848927958685,"95EE01W1"
"127",21.0200525412761,"95EE02W1"
"128",24.7099477399325,"95EE03W1"
"129",17.0611748768966,"95EE04W1"
"130",22.3381138481673,"95EE05W1"
"131",13.3638675135689,"95EE06W1"
"132",16.8263953888792,"95EE07W1"
"133",10.2562163682581,"95EE08W1"
"134",14.6728936784662,"95EE09W1"
"135",13.9705919150311,"95EE10W1"
"136",13.6782053882322,"95EE11W1"
"137",30.2971623217816,"95EE12W1"
"138",30.8535889887851,"95EE13W1"
"139",15.1340426184754,"95EE14W1"
"140",14.3910720260078,"95EE15W1"
"141",18.3175028322947,"95EE16W1"
"142",5.5603662177539,"95FF01S1"
"143",5.60635560515596,"95FF01S2"
"144",28.4635303506058,"95FF02W1"
"145",18.8439616528047,"95FF03W1"
"146",19.6812006497528,"95FF04W1"
"147",16.2961498421824,"95FF05W1"
"148",6.41500204196995,"95FF06S1"
"149",5.83353650144836,"95FF06S2"
"150",28.7873473034259,"95FF07W1"
"151",16.2466281402125,"95FF08W1"
"152",22.3686846652717,"95FF09W1"
"153",15.6083985889498,"95FF10W1"
"154",18.1784765377055,"95FF11W1"
"155",16.5455565098202,"95FF12W1"
"156",16.9841690242339,"95FF13W1"
"157",11.4948175918719,"95FF14W1"
"158",23.1800725879962,"95FF15W1"
"159",10.2912731003211,"95FF16W1"
"160",38.725054171446,"95FF17W1"
"161",20.8327623794888,"95GG01S1"
"162",30.7599370305275,"95GG01S2"
"163",23.9016136765034,"95GG01S3"
"164",63.8508194107244,"95GG02S1"
"165",70.8077799878906,"95GG02S2"
"166",67.665630314066,"95GG02S3"
"167",5.49561737082068,"95GG03S1"
"168",5.07769638359526,"95GG03S2"
"169",12.7898283595329,"95GG03S3"
"170",42.1772462365063,"95GG04S1"
"171",44.7478797416283,"95GG04S2"
"172",53.6802432716545,"95GG04S3"
"173",13.4359972325851,"95GG05S1"
"174",11.0570522271909,"95GG05S2"
"175",25.9273630149228,"95GG05S3"
"176",40.1667659453378,"95GG06S1"
"177",26.2412185260225,"95GG06S2"
"178",18.7944732242598,"95GG06S3"
"179",38.650024426889,"95GG07S1"
"180",47.7406662246907,"95GG07S2"
"181",32.6436242041051,"95GG07S3"
"182",13.8619556834491,"95GG08S1"
"183",38.2974905038385,"95GG08S2"
"184",24.08350282041,"95GG08S3"
"185",1.36407359657329,"95GG09S1"
"186",7.60367018834814,"95GG09S2"
"187",20.190072138728,"95GG09S3"
"188",49.2439993564195,"95GG10S1"
"189",41.3070791002276,"95GG10S2"
"190",36.6768359813427,"95GG11S1"
"191",10.835845158534,"95GG11S2"
"192",29.3755305327227,"95GG11S3"
"193",13.3685711890357,"95GG12S1"
"194",17.8654269386185,"95GG12S2"
"195",17.0599741202102,"95GG12S3"
"196",31.8483344503622,"95GG12S4"
"197",44.6667499610117,"95GG12S5"
"198",38.951827629446,"95GG13S1"
"199",8.83713469072137,"95GG13S2"
"200",17.7355679961554,"95GG13S3"
"201",5.21067390565926,"95GG14S1"
"202",7.92964215072654,"95GG14S2"
"203",4.44267659093016,"95GG14S3"
"204",3.20359714888879,"95GG15S1"
"205",2.21002899679527,"95GG15S2"
"206",11.4711021200703,"95GG15S3"
"207",38.4805541106281,"95GG16S1"
"208",21.1555812500662,"95GG16S2"
"209",14.210145411317,"95GG16S3"
"210",42.0321159338515,"95GG17S1"
"211",15.7245505807605,"95GG17S2"
"212",35.6976192286867,"95GG17S3"
"213",51.3276775076909,"95GG18S1"
"214",50.1152412534926,"95GG18S2"
"215",60.9643035311007,"95GG19S1"
"216",62.5477869294457,"95GG19S2"
"217",51.6122200934885,"95GG20S1"
"218",50.6665076136603,"95GG20S2"
"219",53.3743668182111,"95GG21S1"
"220",58.9180898172295,"95GG21S2"
"221",59.0219665628078,"95GG21S3"
"222",24.8351629573721,"95GG22S1"
"223",20.4716535170963,"95GG22S2"
"224",22.6314882667153,"95GG22S3"
"225",4.05781909326256,"95GG23S1"
"226",4.08687935951959,"95GG23S2"
"227",3.97306665340865,"95GG23S3"
"228",10.0332107608511,"95GG24S1"
"229",24.7792900402688,"95GG24S2"
"230",12.3577024019871,"95GG24S3"
"231",32.4086269199348,"95GG25S1"
"232",26.323953908123,"95GG25S2"
"233",34.6808375641903,"95GG25S3"
"234",42.9197798283458,"95GG26S1"
"235",37.0302705867172,"95GG26S2"
"236",20.7543444132239,"95GG27S1"
"237",37.2907744698431,"95GG27S2"
"238",34.3907702627642,"95GG27S3"
"239",39.1987145375342,"95GG27S4"
"240",15.5200770496443,"95GG28S1"
"241",22.4555505023914,"95GG28S2"
"242",48.7428392996484,"95GG28S3"
"243",36.1046709709994,"95GG29S1"
"244",22.2203441730339,"95GG29S2"
"245",20.9483193623501,"95GG30S1"
"246",2.38971439283706,"95GG30S2"
"247",4.63731759586647,"95GG30S3"
"248",7.27190325689722,"95GG31S1"
"249",21.3912353820797,"95GG31S2"
"250",44.9641351350017,"95GG31S3"
"251",34.420694244446,"95GG32S1"
"252",42.7872540039221,"95GG32S2"
"253",20.8978846355974,"95GG32S3"
"254",4.43107349860865,"95GG33S1"
"255",3.12752081254164,"95GG33S2"
"256",6.84874465342842,"95GG33S3"
"257",27.001144496536,"95GG34S1"
"258",7.38989774661114,"95GG34S2"
"259",5.14474639888362,"95GG34S3"
"260",60.6732084465994,"95GG35S1"
"261",68.0314555101706,"95GG35S2"
"262",58.524643549896,"95GG35S3"
"263",10.4550170948203,"95GG36S1"
"264",4.78658767609536,"95GG36S2"
"265",5.44773085919483,"95GG36S3"
"266",4.79244631505225,"95GG37S1"
"267",10.4361017898434,"95GG37S2"
"268",8.21125272800237,"95GG37S3"
"269",4.50466058664113,"95GG38S1"
"270",8.94986482965508,"95GG38S2"
"271",2.42959491295142,"95GG38S3"
"272",34.2626421737815,"95GG39S1"
"273",35.7251519447683,"95GG39S2"
"274",47.7134597524865,"95GG39S3"
"275",59.8493461077285,"95GG40S1"
"276",63.3278780526031,"95GG40S2"
"277",3.67420227785166,"95GG41S1"
"278",1.61561372167901,"95GG41S2"
"279",2.93474206099678,"95GG41S3"
"280",2.06857214547797,"95GG42S1"
"281",1.89744242915952,"95GG42S2"
"282",4.87103102442828,"95GG42S3"
"283",2.76345351297349,"95GG42S4"
"284",23.9578559492107,"95GG43S1"
"285",11.9161465027671,"95GG43S2"
"286",17.9561159703732,"95GG43S3"
"287",44.5794488219639,"95GG44S1"
"288",47.9408717822546,"95GG44S2"
"289",4.58999277304178,"95GG45S1"
"290",34.6196090550861,"95GG45S2"
"291",8.42509485449462,"95GG45S3"
"292",44.2911340830397,"95GG46S1"
"293",44.762523535976,"95GG46S2"
"294",51.5789752278356,"95GG46S3"
"295",63.8732055677492,"95GG47S1"
"296",71.3357266598529,"95GG47S2"
"297",50.1110987108215,"95GG47S3"
"298",45.8053434693786,"95GG48S1"
"299",61.415508474839,"95GG48S2"
"300",56.4771042131968,"95GG48S3"
"301",5.0758966709066,"95GG49S1"
"302",6.25111308102233,"95GG49S2"
"303",17.0640551270333,"95GG49S3"
"304",14.2586479173335,"95GG49S4"
"305",34.6889068808731,"95GG50S1"
"306",37.6841157539861,"95GG50S2"
"307",42.0359301681873,"95GG50S3"
"308",68.0669498644099,"95GG51S1"
"309",65.0456365177195,"95GG51S2"
"310",63.6197788222215,"95GG51S3"
"311",12.6378403338492,"95HH01W1"
"312",7.05515563116208,"95HH02S1"
"313",5.5052750347769,"95HH02S2"
"314",6.22995091960825,"95HH03W1"
"315",6.80363244713992,"95HH04S1"
"316",4.91679008847533,"95HH04S2"
"317",25.3370673460304,"95HH05W1"
"318",7.45106631954452,"95HH06S1"
"319",12.2647173558084,"95HH06S2"
"320",25.7291427854595,"95HH07W1"
"321",6.55869596642579,"95HH08W1"
"322",27.1340776373003,"95HH09W1"
"323",3.69764206974725,"95HH10W1"
"324",33.3754771274511,"95HH11W1"
"325",14.9981125640133,"95HH12W1"
"326",47.7225853977905,"95HH13W1"
"327",28.5737454865361,"95HH14W1"
"328",12.4293654611214,"95HH15W1"
"329",9.16307646257348,"95HH16W1"
"330",11.2689846459132,"95HH17W1"
"331",6.51736408985423,"95II01S1"
"332",4.95855284151136,"95II01S2"
"333",4.1997490334419,"95II02S1"
"334",8.01266931059791,"95II02S2"
"335",14.6307978557183,"95II02S3"
"336",2.7066848207124,"95II03S1"
"337",4.50603757542402,"95II03S2"
"338",3.90705186831081,"95II04S1"
"339",16.1005704127756,"95II04S2"
"340",5.44290601157596,"95II05S1"
"341",8.34283297840744,"95II05S2"
"342",4.31618803921217,"95II06S1"
"343",3.24325769922755,"95II06S2"
"344",27.6880055271698,"95II07W1"
"345",9.86701309769489,"95II08W1"
"346",5.54778891190189,"95II09S1"
"347",4.69240597194137,"95II09S2"
"348",21.2838993987499,"95II10W1"
"349",2.37939822968103,"95II11W1"
"350",2.90504595969382,"95II12W1"
"351",19.7206212510146,"95II13W1"
"352",2.2967802405803,"95II14W1"
"353",3.2848427927001,"95II15S1"
"354",3.47836260035059,"95II15S2"
"355",12.2777520853706,"95II16W1"
"356",11.4062033519017,"95II17W1"
"357",24.9456686065526,"95II18W1"
"358",5.07710695313601,"95II19S1"
"359",7.86182812206719,"95II19S2"
"360",5.3488978002647,"95II20W1"
"361",27.2732237458129,"95II21W1"
"362",12.2956930845091,"95II22W1"
"363",4.71796459840928,"95II23W1"
"364",14.6063841238217,"95JJ01W1"
"365",29.44862732232,"95JJ02W1"
"366",58.735368888002,"95JJ03S1"
"367",34.447394237877,"95JJ03S2"
"368",21.1984548335313,"95JJ04S1"
"369",18.0808781148899,"95JJ04S2"
"370",36.962219837644,"95JJ05W1"
"371",33.5443275388049,"95JJ06W1"
"372",34.6919874459708,"95JJ07W1"
"373",22.710051266517,"95JJ08S1"
"374",5.95151433819118,"95JJ08S2"
"375",14.6588299355973,"95JJ09W1"
"376",25.7849911323733,"95JJ10W1"
"377",11.9982583001604,"95JJ11S1"
"378",12.9195113909692,"95JJ11S2"
"379",19.7705197023595,"95JJ12W1"
"380",14.8873292655533,"95JJ13S1"
"381",10.4642771079174,"95JJ13S2"
"382",17.9339714140059,"95JJ14W1"
"383",17.4455749818776,"95JJ15W1"
"384",27.0252807114257,"95JJ16W1"
"385",22.543907554317,"95JJ17W1"
"386",40.9094761146715,"95JJ18W1"
"387",4.76672789351013,"95JJ19S1"
"388",3.90185095603805,"95JJ19S2"
"389",12.9713953275177,"95JJ20S1"
"390",14.93629143184,"95JJ20S2"
"391",20.3287284464728,"95JJ21W1"
"392",8.9464426176332,"95JJ22W1"
"393",30.1134093847319,"95KK01W1"
"394",16.6901476913226,"95KK02W1"
"395",25.805595052107,"95KK03W1"
"396",20.0241879898418,"95KK04W1"
"397",24.1268397198217,"95KK05W1"
"398",27.0315707601659,"95KK06W1"
"399",18.7396559516877,"95KK07W1"
"400",19.7814331844819,"95KK08W1"
"401",20.7843074931771,"95KK09W1"
"402",20.3258125596729,"95KK10W1"
"403",24.8789434363696,"95KK11W1"
"404",33.9459740551631,"95KK12W1"
"405",17.2452357459572,"95KK13W1"
"406",19.7530810412725,"95KK14W1"
"407",15.2597079583134,"95KK15W1"
"408",14.1093490177546,"95KK16W1"
"409",11.1593902931082,"95LL01S1"
"410",10.0373335914474,"95LL01S2"
"411",13.3033985621439,"95LL02S1"
"412",46.0056739114321,"95LL02S2"
"413",30.5832933143159,"95LL03W1"
"414",19.6444008196847,"95LL04W1"
"415",5.02679224411638,"95LL05S1"
"416",11.7646069505868,"95LL05S2"
"417",19.0453184910304,"95LL06S1"
"418",18.2989233160221,"95LL06S2"
"419",48.5295734720506,"95LL07W1"
"420",37.4133450648589,"95LL08S1"
"421",40.1916368060205,"95LL08S2"
"422",50.2247100643421,"95LL09S1"
"423",32.74688423183,"95LL09S2"
"424",9.36259654069168,"95LL10S1"
"425",12.4671445400656,"95LL10S2"
"426",15.6361629509403,"95LL11S1"
"427",8.30828729738224,"95LL11S2"
"428",29.8671195403421,"95LL12S1"
"429",50.907210602972,"95LL12S2"
"430",26.8282725915845,"95LL13S1"
"431",44.6166445553788,"95LL13S2"
"432",44.2443133667821,"95LL14S1"
"433",22.1172877344864,"95LL14S2"
"434",18.926717280375,"95LL15S1"
"435",10.096332101843,"95LL15S2"
"436",6.63975375951989,"95LL16S1"
"437",12.2774728470643,"95LL16S2"
"438",17.5792478607685,"95LL17W1"
"439",10.2546920716839,"95LL18S1"
"440",6.80260064530693,"95LL18S2"
"441",7.6786899490004,"95LL19S1"
"442",9.72197397768118,"95LL19S2"
"443",24.7347554912416,"95LL20W1"
"444",19.417143112775,"95LL21W1"
"445",22.9772582966338,"95LL22W1"
"446",34.1768710778581,"95LL23W1"
"447",15.1150051968135,"95LL24S1"
"448",13.4951996464603,"95LL24S2"
"449",8.74484184998737,"95LL25S1"
"450",7.01186341917908,"95LL25S2"
"451",64.253912826906,"95LL26S1"
"452",6.90361385206098,"95LL26S2"
"453",41.3962546139714,"95MM01S1"
"454",14.6780733795266,"95MM01S2"
"455",15.5029508220878,"95MM01S3"
"456",12.1866047635272,"95MM02S1"
"457",5.52957436527111,"95MM02S2"
"458",27.5439464025555,"95MM03W1"
"459",30.850404313349,"95MM04W1"
"460",64.9777482788176,"95MM05W1"
"461",28.7139639367882,"95MM06S1"
"462",48.8279806017694,"95MM06S2"
"463",25.2762994583204,"95MM07W1"
"464",52.9173543641081,"95MM08S1"
"465",11.7527558483294,"95MM08S2"
"466",16.735649200059,"95MM09S1"
"467",22.5710069744148,"95MM09S2"
"468",66.5012633191734,"95MM10S1"
"469",47.2362211255593,"95MM10S2"
"470",58.4003344236117,"95MM11W1"
"471",35.9694774026319,"95MM12S1"
"472",71.3101710100371,"95MM12S2"
"473",35.7084099870042,"95MM12S3"
"474",11.1098684592353,"95MM13S1"
"475",62.3855243031453,"95MM13S2"
"476",37.3443223243202,"95MM13S3"
"477",24.7387035515603,"95MM13S4"
"478",7.90698658149938,"95MM13S5"
"479",19.4235638688486,"95MM14S1"
"480",54.4122256827759,"95MM14S2"
"481",19.2414436227756,"95MM15S1"
"482",11.6625162900309,"95MM15S2"
"483",32.6538316469289,"95MM16S1"
"484",11.7041251291903,"95MM16S2"
"485",8.830801399033,"95MM17S1"
"486",28.605906591695,"95MM17S2"
"487",17.4725396097973,"95MM18S1"
"488",12.7157142137362,"95MM18S2"
"489",11.8272940493497,"95MM19S1"
"490",19.5007828638453,"95MM19S2"
"491",25.7745169692484,"95MM20S1"
"492",15.9759195337467,"95MM20S2"
"493",25.7097202626004,"95MM21S1"
"494",7.89537479427511,"95MM21S2"
"495",19.3726773583938,"95MM22S1"
"496",7.43361023595901,"95MM22S2"
"497",47.519048089673,"95MM23W1"
"498",43.4718868154037,"95MM24W1"
"499",62.8409247411714,"95MM25S1"
"500",60.3340016218037,"95MM25S2"
"501",51.3044055131772,"95MM25S3"
"502",23.2712233719351,"95MM25S4"
"503",35.786128107174,"95MM26S1"
"504",13.4658567754252,"95MM26S2"
"505",69.4573523850757,"95MM27S1"
"506",19.8142322234379,"95MM27S2"
"507",68.3539280962568,"95MM28W1"
"508",35.0837934042671,"95MM29W1"
"509",52.4323804513171,"95MM30W1"
"510",33.0266306884692,"95NN01S1"
"511",24.6162627226995,"95NN01S2"
"512",12.8353760684677,"95NN02W1"
"513",20.3401761552738,"95NN03S1"
"514",17.336643193402,"95NN03S2"
"515",39.3263296815404,"95NN04W1"
"516",25.5283699399385,"95NN05W1"
"517",28.3881635789945,"95NN06S1"
"518",17.9821533360735,"95NN06S2"
"519",22.0626972049355,"95NN07S1"
"520",40.4917583555797,"95NN07S2"
"521",10.4222217376316,"95NN08S1"
"522",10.682658905815,"95NN08S2"
"523",8.54700316932819,"95NN09S1"
"524",17.6763864543203,"95NN09S2"
"525",18.5574619076623,"95NN10S1"
"526",10.3495284120982,"95NN10S2"
"527",21.5579833779635,"95NN11S1"
"528",11.8976546183957,"95NN11S2"
"529",23.7894312329565,"95NN12W1"
"530",10.4538514677952,"95NN13W1"
"531",29.0459051952757,"95NN14S1"
"532",26.842902547415,"95NN14S2"
"533",21.0658144216879,"95NN15W1"
"534",7.932081558192,"95NN16S1"
"535",9.4960314004557,"95NN16S2"
"536",42.5963536901841,"95NN17W1"
"537",32.3815292758717,"95NN18S1"
"538",7.29998534025888,"95NN18S2"
"539",6.92142879931935,"95NN19S1"
"540",6.57546020260459,"95NN19S2"
"541",18.8391026810683,"95NN20W1"
"542",24.886091112123,"95NN21W1"
"543",17.3215915466372,"95NN22W1"
"544",21.1654514860734,"95NN23S1"
"545",21.2727035621713,"95NN23S2"
"546",24.2365051423713,"95OO01W1"
"547",17.1362818710619,"95OO02W1"
"548",22.3970710504388,"95OO03W1"
"549",28.5373691507843,"95OO04W1"
"550",28.0468963455028,"95OO05W1"
"551",16.5768369616876,"95OO06W1"
"552",17.6293840496664,"95OO07W1"
"553",12.0502499027148,"95OO08W1"
"554",23.0192528392328,"95OO09W1"
"555",23.0372173604921,"95OO10W1"
"556",42.3296625701391,"95OO11W1"
"557",21.8023718403883,"95OO12W1"
"558",10.6323163345852,"95OO13W1"
"559",18.9752908374957,"95OO14W1"
"560",25.0860514308434,"95OO15W1"
"561",18.8200468076365,"95OO16W1"
"562",14.1525841220223,"95OO17W1"
"563",12.0742662849388,"95OO18W1"
"564",14.2363153974842,"95OO19W1"
"565",13.154537094846,"95OO20W1"
"566",21.9586074116495,"95OO21W1"
"567",17.2902266605003,"95OO22W1"
"568",15.4404586135951,"95PP01W1"
"569",28.0848975976522,"95PP02W1"
"570",35.5988730823452,"95PP03W1"
"571",20.2775641237555,"95PP04W1"
"572",21.4252666932366,"95PP05W1"
"573",21.9299927618062,"95PP06S1"
"574",17.6318336807619,"95PP06S2"
"575",18.7586077165637,"95PP07W1"
"576",21.5623040837035,"95PP08W1"
"577",52.938134641008,"95PP09W1"
"578",28.3908677306635,"95PP10W1"
"579",29.3247412031234,"95PP11W1"
"580",25.708926196396,"95PP12W1"
"581",35.8408144867737,"95PP13W1"
"582",29.7032167156205,"95PP14S1"
"583",20.5930385387675,"95PP14S2"
"584",12.0873090425455,"95PP15W1"
"585",19.6297753880183,"95PP16W1"
"586",32.6426042613032,"95PP17W1"
"587",20.4256857500909,"95PP18W1"
"588",39.5738045700095,"95PP19W1"
"589",29.4123508041759,"95PP20W1"
"590",39.290139393583,"95PP21W1"
"591",19.7527133517504,"95PP22W1"
"592",24.5315929554592,"95PP23W1"
"593",34.7001962029162,"95QQ01W1"
"594",12.299009158938,"95QQ02W1"
"595",41.1707243500505,"95QQ03W1"
"596",21.4076585424258,"95QQ04W1"
"597",8.24003606108304,"95QQ05W1"
"598",21.3564657930065,"95QQ06W1"
"599",31.7599401094605,"95QQ07W1"
"600",29.7952162692402,"95QQ08W1"
"601",12.9067256768515,"95QQ09W1"
"602",25.4926065903925,"95QQ10W1"
"603",14.3133437550264,"95QQ11W1"
"604",18.6637172477584,"95QQ12W1"
"605",15.7840546185275,"95QQ13W1"
"606",8.29346941853039,"95QQ14S1"
"607",13.9006720022184,"95QQ14S2"
"608",24.9567938370915,"95QQ15W1"
"609",19.5747057722506,"95RR01S1"
"610",16.6445397145504,"95RR01S2"
"611",27.2273743524418,"95RR02W1"
"612",57.573689299284,"95RR03W1"
"613",35.7306931254313,"95RR04W1"
"614",12.3688268819967,"95RR05S1"
"615",37.7917848193883,"95RR05S2"
"616",30.4057389623524,"95RR06W1"
"617",18.2993671863655,"95RR07W1"
"618",21.4783354296661,"95RR08W1"
"619",25.1504954186065,"95RR09S1"
"620",26.4984659242109,"95RR09S2"
"621",66.1442771395873,"95RR10W1"
"622",16.6896497781749,"95RR11W1"
"623",22.3528032995074,"95RR12W1"
"624",31.782901418276,"95RR13W1"
"625",31.2065759895505,"95RR14W1"
"626",18.7375853435021,"95RR15W1"
"627",10.2731539099008,"95SS01S1"
"628",9.45861820338795,"95SS01S2"
"629",10.8430632964618,"95SS02S1"
"630",4.51581107461463,"95SS02S2"
"631",9.11730472048433,"95SS03S1"
"632",10.7830913070836,"95SS03S2"
"633",21.6346339690916,"95SS04S1"
"634",15.1110219335215,"95SS04S2"
"635",8.35520540626889,"95SS04S3"
"636",16.1363181521325,"95SS05S1"
"637",4.69167524273104,"95SS05S2"
"638",47.9976196378566,"95SS06S1"
"639",62.7934169291008,"95SS06S2"
"640",60.4405709951999,"95SS06S3"
"641",16.8596639170887,"95SS07S1"
"642",14.3254208297519,"95SS07S2"
"643",13.9557279727514,"95SS07S3"
"644",6.95831497421832,"95SS08S1"
"645",10.2847336701178,"95SS08S2"
"646",7.24187063315178,"95SS09S1"
"647",8.89705745040795,"95SS09S2"
"648",13.8318957685328,"95SS10S1"
"649",4.89283051171866,"95SS10S2"
"650",9.0444561325002,"95SS11S1"
"651",11.2417646231975,"95SS11S2"
"652",4.27294064019978,"95SS12W1"
"653",31.7892945104783,"95SS13S1"
"654",30.4655857048713,"95SS13S2"
"655",25.7166285153003,"95SS14S1"
"656",9.72146161711174,"95SS14S2"
"657",3.90126397215783,"95SS15S1"
"658",5.46372489813665,"95SS15S2"
"659",14.3571225572726,"95SS16S1"
"660",40.4394277229931,"95SS16S2"
"661",13.5692669456445,"95SS17S1"
"662",22.3807919686116,"95SS17S2"
"663",27.4598464468905,"95SS18S1"
"664",21.0859128187725,"95SS18S2"
"665",12.564546061252,"95SS19S1"
"666",21.8269372787522,"95SS19S2"
"667",5.51880043523649,"95SS20W1"
"668",8.83625069239519,"95SS21S1"
"669",7.81628223914065,"95SS21S2"
"670",7.45004187481633,"95SS22S1"
"671",4.01035403425664,"95SS22S2"
"672",6.36105202894906,"95SS23S1"
"673",11.2432969177702,"95SS23S2"
"674",5.63815495615344,"95SS24S1"
"675",5.86452038415436,"95SS24S2"
"676",38.9857343931477,"95SS25W1"
"677",54.1629658467968,"95SS26S1"
"678",17.9867606265795,"95SS26S2"
"679",19.3974334886386,"95SS27W1"
"680",25.5642097947123,"95SS28W1"
"681",53.1525626604945,"95SS29S1"
"682",55.9524433864477,"95SS29S2"
"683",3.99632489974187,"95SS30S1"
"684",4.63121594579486,"95SS30S2"
"685",10.5585729066357,"95TT01W1"
"686",14.9032977755434,"95TT02W1"
"687",17.9889266250267,"95TT03S1"
"688",12.5191886762182,"95TT03S2"
"689",20.8057417232897,"95TT04W1"
"690",9.79355578311967,"95TT05S1"
"691",28.6982101411026,"95TT05S2"
"692",13.0382302188998,"95TT06W1"
"693",10.2844170632141,"95TT07W1"
"694",14.0439951288106,"95TT08W1"
"695",15.4109461748794,"95TT09S1"
"696",10.6347217691696,"95TT09S2"
"697",27.0116799472444,"95TT10W1"
"698",14.0852710796642,"95TT11S1"
"699",17.9020682807404,"95TT11S2"
"700",13.3230728602361,"95TT12W1"
